title,start_date_f,end_date_f,lat,lng,address,description,tags,source,
Exposure 2015 Charity Workout Series,Sat Aug 22 10:30 AM,Sat Aug 22 10:30 AM,41.893069,-87.615009,600 North Lake Shore Drive Chicago IL 60611,by A Mind and Body Total Fitness,Sports & Fitness,Sports & Fitness,
First Responders Challenge,Sat Aug 22 11:00 AM,Sat Aug 22 11:00 AM,42.139447,-88.042876,1599 Pepper Tree Drive Palatine IL 60074,by Adrenaline Sports Management,Sports & Fitness,Sports & Fitness,
Tug-Of-War Challenge,Sat Aug 22 12:00 PM,Sat Aug 22 12:00 PM,42.139447,-88.042876,1599 Pepper Tree Drive Palatine IL 60074,by Adrenaline Sports Management,Sports & Fitness,Sports & Fitness,
Water Balloon Challenge,Sat Aug 22 12:30 PM,Sat Aug 22 12:30 PM,42.139447,-88.042876,1599 Pepper Tree Drive Palatine IL 60074,by Adrenaline Sports Management,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (11-14 Year Old),Sat Aug 22 2:00 PM,Sat Aug 22 2:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Atlanta Braves 08/22/2015,Sat Aug 22 3:05 PM,Sat Aug 22 3:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Viktor Troicki (SRB) vs. Simone Bolelli (ITA) - Chicago Professional Tennis Exhibition,Sat Aug 22 6:00 PM,Sat Aug 22 6:00 PM,41.784093,-87.932641,5730 South Grant Street Hinsdale IL 60521 US,by Sports Management and Promotions,Sports & Fitness,Sports & Fitness,
Orland Park PD Bike Ride to Benefit the Law Enforcement Torch Run,Sun Aug 23 6:30 AM,Sun Aug 23 6:30 AM,41.630061,-87.836292,8801 W. 143rd St. Orland Park IL 60462,by Special Olympics Illinois,Sports & Fitness,Sports & Fitness,
Panther-Training: Sunday Functional Training Small Group Boot Camps,Sun Aug 23 7:00 AM,Sun Aug 23 7:00 AM,42.449491,-88.145509,Marina and Park Chicago IL 60610,by Panther-Training LP,Sports & Fitness,Sports & Fitness,
Sunday Donut Ride,Sun Aug 23 7:45 AM,Sun Aug 23 7:45 AM,41.703501,-88.204641,3416 S Rte 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Old Orchard Run Club,Sun Aug 23 9:30 AM,Sun Aug 23 9:30 AM,42.059115,-87.749401,4999 Old Orchard Center F 15 Skokie IL 60077,by ASICS Community Events,Sports & Fitness,Sports & Fitness,
Temple Chai Fun Day & 5K Walk/Run,Sun Aug 23 9:30 AM,Sun Aug 23 9:30 AM,42.161834,-87.987806,1670 Checker Road Long Grove IL 60047,by Temple Chai,Sports & Fitness,Sports & Fitness,
Sunday Slim Down,Sun Aug 23 10:00 AM,Sun Aug 23 10:00 AM,41.820267,-87.603826,39th and Cottage Grove by the football field Chicago IL 60653,by Chris Houston,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (15-18 Year Old),Sun Aug 23 12:00 PM,Sun Aug 23 12:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Atlanta Braves 08/23/2015,Sun Aug 23 1:20 PM,Sun Aug 23 1:20 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Sunday Funday MTB Ride,Sun Aug 23 5:00 PM,Sun Aug 23 5:00 PM,41.724105,-87.904855,9700 Wolf Road Willow Springs IL 60480,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Cleveland Indians DAY Game 08/24/2015 ***1:05pm***,Mon Aug 24 1:05 PM,Mon Aug 24 1:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Monday After Work Show & Go,Mon Aug 24 6:00 PM,Mon Aug 24 6:00 PM,41.497371,-87.734747,21610 S Cicero Ave Matteson IL 60443,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Vinyasa Flow Yoga,Mon Aug 24 8:15 PM,Mon Aug 24 8:15 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Tuesday AM Build Mad Skills Ride,Tue Aug 25 6:00 AM,Tue Aug 25 6:00 AM,41.73382,-87.540312,8700 S Lake Shore Dr Chicago IL 60617,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Beat the Sunset Ride,Tue Aug 25 6:00 PM,Tue Aug 25 6:00 PM,41.55771,-87.471373,8554 Indianapolis Blvd Highland IN 46322,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Tuesday,Tue Aug 25 6:30 PM,Tue Aug 25 6:30 PM,41.920347,-87.643314,Chicago IL 60614,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Gentle Flow / Beginner Class,Tue Aug 25 7:30 PM,Tue Aug 25 7:30 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Women Crush Wednesdays - Run,Wed Aug 26 6:00 PM,Wed Aug 26 6:00 PM,41.703501,-88.204641,3416 S Route 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Sunset Kayaking + Food Truck Dinner + Beer + Bonfire,Thu Aug 27 6:00 PM,Thu Aug 27 6:00 PM,41.909399,-87.658606,1501 N Magnolia Ave Chicago IL 60642,by Events with BeneFitz,Sports & Fitness,Sports & Fitness,
Thursday After Work Show & Go (Lakefront Path),Thu Aug 27 6:00 PM,Thu Aug 27 6:00 PM,41.777242,-87.571287,6501 S Promonotory Dr Chicago IL 60649,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Thursday,Thu Aug 27 6:30 PM,Thu Aug 27 6:30 PM,41.883993,-87.619706,Chicago IL 60601,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Big Ten Night @ US Cellular with Chicago Badger Alumni Friends & Family,Thu Aug 27 7:10 PM,Thu Aug 27 7:10 PM,41.830574,-87.634974,333 West 35th Street Chicago IL 60616,by Wisconsin Alumni Association - Chicago Chapter,Sports & Fitness,Sports & Fitness,
#Sweatworking at The Bar Method Gold Coast,Thu Aug 27 7:15 PM,Thu Aug 27 7:15 PM,41.898884,-87.628056,1 East Delaware Place Chicago IL 60611 US,by Jeana Anderson Cohen,Sports & Fitness,Sports & Fitness,
Bicycle Maintenance Workshop (Downers Grove),Thu Aug 27 7:30 PM,Thu Aug 27 7:30 PM,41.809002,-88.001935,639 Ogden Ave. Downers Grove IL 60515,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Bicycle Maintenance Workshop (Naperville),Thu Aug 27 7:30 PM,Thu Aug 27 7:30 PM,41.703501,-88.204641,3416 Route 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Open Water Swim - Grayslake,Fri Aug 28 5:45 AM,Fri Aug 28 5:45 AM,42.346164,-88.053282,159 N Alleghany Rd Grayslake IL 60030,by Summit Steps Coaching LLC,Sports & Fitness,Sports & Fitness,
Spirit Sweat @ Dance Spa,Fri Aug 28 5:30 PM,Fri Aug 28 5:30 PM,41.915575,-87.686069,1890 N Milwaukee Ave Chicago IL 60647 US,by Laura Coulton,Sports & Fitness,Sports & Fitness,
FITNESS Saturdays,Sat Aug 29 6:00 AM,Sat Aug 29 6:00 AM,41.495867,-87.848661,11185 W Lincoln Hwy Sports Authority Parking Lot Frankfort IL 60423 US,by DSFIT2RUN.org,Sports & Fitness,Sports & Fitness,
CFNL CrossFit Triathlon,Sat Aug 29 7:00 AM,Sat Aug 29 7:00 AM,41.511976,-87.96561,Exact location to be determined. Will be held in New Lenox IL,by Jared bjorgo,Sports & Fitness,Sports & Fitness,
Y-Me Softball Tournament 2015,Sat Aug 29 7:00 AM,Sat Aug 29 7:00 AM,41.691375,-87.714042,3724 West 111th Street Chicago IL 60655,by Ginger Rugai,Sports & Fitness,Sports & Fitness,
KidZone Tournament at Topgolf Chicago,Sat Aug 29 7:30 AM,Sat Aug 29 7:30 AM,41.984417,-87.996696,699 W. Thorndale Ave. Wood Dale IL 60191 US,by Topgolf Chicago,Sports & Fitness,Sports & Fitness,
2015 Chicagoland BADASS Dash Race #2 (Rosemont IL),Sat Aug 29 8:00 AM,Sat Aug 29 8:00 AM,41.980508,-87.871987,27 Jennie Finch Way Rosemont IL 60018,by BADASS Dash,Sports & Fitness,Sports & Fitness,
Street Workout Chicago Calisthenics Event,Sat Aug 29 8:00 AM,Sat Aug 29 8:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608,by Mario Castrejon,Sports & Fitness,Sports & Fitness,
Trails of DuPage Ride,Sat Aug 29 8:00 AM,Sat Aug 29 8:00 AM,41.763933,-88.006342,McCollum Park Downers Grove IL,by Downers Grove Bicycle Club,Sports & Fitness,Sports & Fitness,
Exposure 2015 Charity Workout Series,Sat Aug 29 10:30 AM,Sat Aug 29 10:30 AM,41.893069,-87.615009,600 North Lake Shore Drive Chicago IL 60611,by A Mind and Body Total Fitness,Sports & Fitness,Sports & Fitness,
Lincoln Oaks Golf Outing,Sat Aug 29 1:00 PM,Sat Aug 29 1:00 PM,41.458946,-87.605239,395 E Richton Rd Crete IL 60417,by Special Olympics Illinois,Sports & Fitness,Sports & Fitness,
Reina's Fitness Bootcamp,Sat Aug 29 1:00 PM,Sat Aug 29 1:00 PM,41.893304,-87.638853,401 West Ontario Street Chicago IL 60654 US,by La Reina H. LPN CPT,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (11-14 Year Old),Sat Aug 29 2:00 PM,Sat Aug 29 2:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Panther-Training: Sunday Functional Training Small Group Boot Camps,Sun Aug 30 7:00 AM,Sun Aug 30 7:00 AM,42.449491,-88.145509,Marina and Park Chicago IL 60610,by Panther-Training LP,Sports & Fitness,Sports & Fitness,
Right to Run 5k,Sun Aug 30 9:00 AM,Sun Aug 30 9:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608 US,by Special Events Management,Sports & Fitness,Sports & Fitness,
Old Orchard Run Club,Sun Aug 30 9:30 AM,Sun Aug 30 9:30 AM,42.059115,-87.749401,4999 Old Orchard Center F 15 Skokie IL 60077,by ASICS Community Events,Sports & Fitness,Sports & Fitness,
Sunday Slim Down,Sun Aug 30 10:00 AM,Sun Aug 30 10:00 AM,41.820267,-87.603826,39th and Cottage Grove by the football field Chicago IL 60653,by Chris Houston,Sports & Fitness,Sports & Fitness,
The Monocle Eclectic Dance Company Fundraiser: F3,Sun Aug 30 10:00 AM,Sun Aug 30 10:00 AM,41.908003,-87.652073,935 West Blackhawk Street Chicago IL 60642 US,by The Monocle Eclectic Dance Company,Sports & Fitness,Sports & Fitness,
29th Annual Zale Open Golf Outing on August 30th 2015,Sun Aug 30 11:30 AM,Sun Aug 30 11:30 AM,41.523335,-87.942893,485 Marley Rd New Lenox IL 60451 US,by The Zales,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (15-18 Year Old),Sun Aug 30 12:00 PM,Sun Aug 30 12:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Sunday Funday MTB Ride,Sun Aug 30 5:00 PM,Sun Aug 30 5:00 PM,41.724105,-87.904855,9700 Wolf Road Willow Springs IL 60480,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Monday After Work Show & Go,Mon Aug 31 6:00 PM,Mon Aug 31 6:00 PM,41.497371,-87.734747,21610 S Cicero Ave Matteson IL 60443,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Fall Leagues at Topgolf Chicago,Mon Aug 31 7:00 PM,Mon Aug 31 7:00 PM,41.984417,-87.996696,699 W. Thorndale Ave. Wood Dale IL 60191 US,by Topgolf Chicago,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Cincinnati Reds 08/31/2015,Mon Aug 31 7:05 PM,Mon Aug 31 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Vinyasa Flow Yoga,Mon Aug 31 8:15 PM,Mon Aug 31 8:15 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Tuesday AM Build Mad Skills Ride,Tue Sep 1 6:00 AM,Tue Sep 1 6:00 AM,41.73382,-87.540312,8700 S Lake Shore Dr Chicago IL 60617,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Beat the Sunset Ride,Tue Sep 1 6:00 PM,Tue Sep 1 6:00 PM,41.55771,-87.471373,8554 Indianapolis Blvd Highland IN 46322,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Tuesday,Tue Sep 1 6:30 PM,Tue Sep 1 6:30 PM,41.920347,-87.643314,Chicago IL 60614,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Trek Pint Night Ride w/ Wildrose Brewing,Tue Sep 1 6:30 PM,Tue Sep 1 6:30 PM,41.48992,-87.467941,651 U.S. 30 Schererville IN 46375,by Trek Bicycle Store of Schererville,Sports & Fitness,Sports & Fitness,
RUN LIKE A PIRATE! 5K 10K 13.1 26.2 (Cedar Rapids),Tue Sep 1 7:00 PM,Tue Sep 1 7:00 PM,41.97464,-91.659066,YOU CHOOSE Cedar Rapids IA 52401 US,by Moon Joggers,Sports & Fitness,Sports & Fitness,
RUN LIKE A PIRATE! 5K 10K 13.1 26.2 (Peoria),Tue Sep 1 7:00 PM,Tue Sep 1 7:00 PM,40.685203,-89.59617,YOU CHOOSE Peoria IL 61601 US,by Moon Joggers,Sports & Fitness,Sports & Fitness,
Smile Run 2015 (Cedar Rapids),Tue Sep 1 7:00 PM,Tue Sep 1 7:00 PM,41.97464,-91.659066,YOU CHOOSE Cedar Rapids IA 52401,by Moon Joggers,Sports & Fitness,Sports & Fitness,
Smile Run 2015 (Chicago),Tue Sep 1 7:00 PM,Tue Sep 1 7:00 PM,41.87337,-87.650714,YOU CHOOSE Chicago IL 60607,by Moon Joggers,Sports & Fitness,Sports & Fitness,
Smile Run 2015 (Green Bay),Tue Sep 1 7:00 PM,Tue Sep 1 7:00 PM,44.543199,-88.060757,Green Bay WI 54303,by Moon Joggers,Sports & Fitness,Sports & Fitness,
Smile Run 2015 (Peoria),Tue Sep 1 7:00 PM,Tue Sep 1 7:00 PM,40.685203,-89.59617,YOU CHOOSE Peoria IL 61601,by Moon Joggers,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Cincinnati Reds 09/01/2015,Tue Sep 1 7:05 PM,Tue Sep 1 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
2015 NIRI-Chicago Golf Outing,Wed Sep 2 12:00 PM,Wed Sep 2 12:00 PM,42.090044,-87.827803,2901 West Lake Avenue Glenview IL 60026 US,by NIRI-Chicago,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Cincinnati Reds 09/02/2015,Wed Sep 2 1:20 PM,Wed Sep 2 1:20 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Sunset Kayaking + Food Truck Dinner + Beer + Bonfire,Thu Sep 3 6:00 PM,Thu Sep 3 6:00 PM,41.909399,-87.658606,1501 N Magnolia Ave Chicago IL 60642,by Events with BeneFitz,Sports & Fitness,Sports & Fitness,
Thursday After Work Show & Go (Lakefront Path),Thu Sep 3 6:00 PM,Thu Sep 3 6:00 PM,41.777242,-87.571287,6501 S Promonotory Dr Chicago IL 60649,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Thursday,Thu Sep 3 6:30 PM,Thu Sep 3 6:30 PM,41.883993,-87.619706,Chicago IL 60601,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Arizona Diamondbacks 09/04/2015,Fri Sep 4 1:20 PM,Fri Sep 4 1:20 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Spirit Sweat @ Dance Spa,Fri Sep 4 5:30 PM,Fri Sep 4 5:30 PM,41.915575,-87.686069,1890 N Milwaukee Ave Chicago IL 60647 US,by Laura Coulton,Sports & Fitness,Sports & Fitness,
FITNESS Saturdays,Sat Sep 5 6:00 AM,Sat Sep 5 6:00 AM,41.495867,-87.848661,11185 W Lincoln Hwy Sports Authority Parking Lot Frankfort IL 60423 US,by DSFIT2RUN.org,Sports & Fitness,Sports & Fitness,
Street Workout Chicago Calisthenics Event,Sat Sep 5 8:00 AM,Sat Sep 5 8:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608,by Mario Castrejon,Sports & Fitness,Sports & Fitness,
Trails of DuPage Ride,Sat Sep 5 8:00 AM,Sat Sep 5 8:00 AM,41.763933,-88.006342,McCollum Park Downers Grove IL,by Downers Grove Bicycle Club,Sports & Fitness,Sports & Fitness,
Trek Bikin' & Eggs w/ Chemshaw 13,Sat Sep 5 8:00 AM,Sat Sep 5 8:00 AM,41.48992,-87.467941,651 U.S. 30 Schererville IN 46375,by Trek Bicycle Store of Schererville,Sports & Fitness,Sports & Fitness,
W. Wayman Ward 2015 Golf Outing,Sat Sep 5 8:00 AM,Sat Sep 5 8:00 AM,41.389428,-87.568506,27641 S Stoney Island Ave Crete IL 60417,by Xi Lambda Educational Foundation,Sports & Fitness,Sports & Fitness,
ASC 2-Gun Tactical: 2015,Sat Sep 5 8:45 AM,Sat Sep 5 8:45 AM,41.750293,-88.798922,7641 Rueff Road Waterman IL 60556,by Aurora Sportsmen's Club,Sports & Fitness,Sports & Fitness,
Exposure 2015 Charity Workout Series,Sat Sep 5 10:30 AM,Sat Sep 5 10:30 AM,41.893069,-87.615009,600 North Lake Shore Drive Chicago IL 60611,by A Mind and Body Total Fitness,Sports & Fitness,Sports & Fitness,
Pronto's Bus Ride and Tailing package to Notre Dame vs Texas Football Game,Sat Sep 5 11:00 AM,Sat Sep 5 11:00 AM,41.877028,-87.657231,324 S Racine Ave Chicago IL 60607 US,by Pronto,Sports & Fitness,Sports & Fitness,
Reina's Fitness Bootcamp,Sat Sep 5 1:00 PM,Sat Sep 5 1:00 PM,41.893304,-87.638853,401 West Ontario Street Chicago IL 60654 US,by La Reina H. LPN CPT,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Arizona Diamondbacks 09/05/2015,Sat Sep 5 1:20 PM,Sat Sep 5 1:20 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
NF Family Day at the Kane County Cougars - September 5th,Sat Sep 5 4:30 PM,Sat Sep 5 4:30 PM,41.879707,-88.282951,34W002 Cherry Lane Geneva IL 60134 US,by Neurofibromatosis Midwest,Sports & Fitness,Sports & Fitness,
Panther-Training: Sunday Functional Training Small Group Boot Camps,Sun Sep 6 7:00 AM,Sun Sep 6 7:00 AM,42.449491,-88.145509,Marina and Park Chicago IL 60610,by Panther-Training LP,Sports & Fitness,Sports & Fitness,
Sunday Donut Ride,Sun Sep 6 7:45 AM,Sun Sep 6 7:45 AM,41.703501,-88.204641,3416 S Rte 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Old Orchard Run Club,Sun Sep 6 9:30 AM,Sun Sep 6 9:30 AM,42.059115,-87.749401,4999 Old Orchard Center F 15 Skokie IL 60077,by ASICS Community Events,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. Arizona Diamondbacks 09/06/2015,Sun Sep 6 1:20 PM,Sun Sep 6 1:20 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Sunday Funday MTB Ride,Sun Sep 6 5:00 PM,Sun Sep 6 5:00 PM,41.724105,-87.904855,9700 Wolf Road Willow Springs IL 60480,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Senator Stadelman's HoopStars FREE 3-on-3 Youth Basketball Tournament,Mon Sep 7 12:00 PM,Mon Sep 7 12:00 PM,42.271131,-89.093995,Rockford IL US,by None,Sports & Fitness,Sports & Fitness,
Monday After Work Show & Go,Mon Sep 7 6:00 PM,Mon Sep 7 6:00 PM,41.497371,-87.734747,21610 S Cicero Ave Matteson IL 60443,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Tuesday AM Build Mad Skills Ride,Tue Sep 8 6:00 AM,Tue Sep 8 6:00 AM,41.73382,-87.540312,8700 S Lake Shore Dr Chicago IL 60617,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
DANCE AFROBEATS USA (CHICAGO) AUDITIONS AND MASTER CLASS 2015,Tue Sep 8 4:00 PM,Tue Sep 8 4:00 PM,41.878114,-87.629798,Chicago IL,by DANCE AFROBEATS,Sports & Fitness,Sports & Fitness,
Beat the Sunset Ride,Tue Sep 8 6:00 PM,Tue Sep 8 6:00 PM,41.55771,-87.471373,8554 Indianapolis Blvd Highland IN 46322,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Tuesday,Tue Sep 8 6:30 PM,Tue Sep 8 6:30 PM,41.920347,-87.643314,Chicago IL 60614,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Mott's Human Foosball League,Tue Sep 8 7:00 PM,Tue Sep 8 7:00 PM,42.052494,-88.547134,175 N. Main St Burlington IL 60109 US,by None,Sports & Fitness,Sports & Fitness,
Women Crush Wednesdays - Bike,Wed Sep 9 6:00 PM,Wed Sep 9 6:00 PM,41.703501,-88.204641,3416 S Rte 59 Naperville IL 60564,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Thursday After Work Show & Go (Lakefront Path),Thu Sep 10 6:00 PM,Thu Sep 10 6:00 PM,41.777242,-87.571287,6501 S Promonotory Dr Chicago IL 60649,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Thursday,Thu Sep 10 6:30 PM,Thu Sep 10 6:30 PM,41.883993,-87.619706,Chicago IL 60601,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Spirit Sweat @ Dance Spa,Fri Sep 11 5:30 PM,Fri Sep 11 5:30 PM,41.915575,-87.686069,1890 N Milwaukee Ave Chicago IL 60647 US,by Laura Coulton,Sports & Fitness,Sports & Fitness,
The Best Of the Midwest VI. (BOMW VI.),Fri Sep 11 7:00 PM,Fri Sep 11 7:00 PM,42.09983,-87.959389,1227 N. Rand Rd. Arlington Heights il 60004,by BPONG.COM,Sports & Fitness,Sports & Fitness,
FITNESS Saturdays,Sat Sep 12 6:00 AM,Sat Sep 12 6:00 AM,41.495867,-87.848661,11185 W Lincoln Hwy Sports Authority Parking Lot Frankfort IL 60423 US,by DSFIT2RUN.org,Sports & Fitness,Sports & Fitness,
Super Saturday 5K 2015 - Union Grove WI,Sat Sep 12 7:00 AM,Sat Sep 12 7:00 AM,42.682411,-88.050615,810 14th Avenue Union Grove WI 53182,by Community State Bank,Sports & Fitness,Sports & Fitness,
Street Workout Chicago Calisthenics Event,Sat Sep 12 8:00 AM,Sat Sep 12 8:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608,by Mario Castrejon,Sports & Fitness,Sports & Fitness,
Trails of DuPage Ride,Sat Sep 12 8:00 AM,Sat Sep 12 8:00 AM,41.763933,-88.006342,McCollum Park Downers Grove IL,by Downers Grove Bicycle Club,Sports & Fitness,Sports & Fitness,
Charis Projects Intl's 4th Annual Run for Relief/Walk for the World 5k/8k,Sat Sep 12 9:00 AM,Sat Sep 12 9:00 AM,41.953152,-87.644991,3901 South Lake Shore Drive Chicago IL 60613 US,by Charis Projects International,Sports & Fitness,Sports & Fitness,
Jan Jamison Memorial Open,Sat Sep 12 9:00 AM,Sat Sep 12 9:00 AM,42.223521,-89.055959,2494-2576 Sandy Hollow Rd Rockford IL 61109 US,by Larry Brasfield,Sports & Fitness,Sports & Fitness,
The 2nd Annual Practice Round,Sat Sep 12 9:30 AM,Sat Sep 12 9:30 AM,41.548345,-87.697271,800 Kedzie Avenue Flossmor IL 60422 US,by Annette Parker,Sports & Fitness,Sports & Fitness,
Reina's Fitness Bootcamp,Sat Sep 12 1:00 PM,Sat Sep 12 1:00 PM,41.893304,-87.638853,401 West Ontario Street Chicago IL 60654 US,by La Reina H. LPN CPT,Sports & Fitness,Sports & Fitness,
Chicago White Sox Game to Support Dogs!!,Sat Sep 12 6:00 PM,Sat Sep 12 6:00 PM,41.830574,-87.634974,333 West 35th Street Chicago IL 60616 US,by Fetching Tails One Tail at a Time and Player for Pits Dog Rescues,Sports & Fitness,Sports & Fitness,
Biggest Loser RunWalk Half Marathon/5K/Kids Fit Fun Run- Racine WI,Sun Sep 13 7:00 AM,Sun Sep 13 7:00 AM,42.726131,-87.782852,Racine WI 53402 US,by Biggest Loser RunWalk Race Series,Sports & Fitness,Sports & Fitness,
Panther-Training: Sunday Functional Training Small Group Boot Camps,Sun Sep 13 7:00 AM,Sun Sep 13 7:00 AM,42.449491,-88.145509,Marina and Park Chicago IL 60610,by Panther-Training LP,Sports & Fitness,Sports & Fitness,
Old Orchard Run Club,Sun Sep 13 9:30 AM,Sun Sep 13 9:30 AM,42.059115,-87.749401,4999 Old Orchard Center F 15 Skokie IL 60077,by ASICS Community Events,Sports & Fitness,Sports & Fitness,
Sunday Funday MTB Ride,Sun Sep 13 5:00 PM,Sun Sep 13 5:00 PM,41.724105,-87.904855,9700 Wolf Road Willow Springs IL 60480,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
Monday After Work Show & Go,Mon Sep 14 6:00 PM,Mon Sep 14 6:00 PM,41.497371,-87.734747,21610 S Cicero Ave Matteson IL 60443,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Pound by Nutrisults - LOVV The Dance Studio,Mon Sep 14 8:15 PM,Mon Sep 14 8:15 PM,41.858645,-88.143151,600 S County Farm Rd Wheaton IL 60187 US,by Mishra Keller - Graceful Aging Specialist,Sports & Fitness,Sports & Fitness,
Tuesday AM Build Mad Skills Ride,Tue Sep 15 6:00 AM,Tue Sep 15 6:00 AM,41.73382,-87.540312,8700 S Lake Shore Dr Chicago IL 60617,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
2015 ITU Grand Final Chicago - Dare2tri Volunteers,Tue Sep 15 11:00 AM,Tue Sep 15 11:00 AM,41.875789,-87.618975,301 South Columbus Drive Chicago IL 60605 US,by Dare2tri Paratriathlon Club,Sports & Fitness,Sports & Fitness,
